raw_product,proposed_category,matched_rules,proposed_is_medicine,forecast_eligible,mapping_status,review_notes,row_count,accepted_rows,estimated_contract_rows,quantity,total_trade_price,net_cost,net_income,first_sale_date,last_sale_date,years_seen,sample_areas
SPECIAL PAPER A4 CREAM,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,4.0,136.0,0.0,136.0,2023-11-20,2023-11-20,2023,Government
PAPER CLIP VINYL 33MM 100'S 40GRAMS JOY,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,10.0,129.5,120.0,9.5,2023-05-19,2023-05-19,2023,Government
HBW PERMANENT MARKER RED,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,2,2,0,9.0,125.55,342.0,216.45,2022-06-30,2023-05-31,2022;2023,Government
WYTEBOARD MARKER BLACK (MONAMI),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,5.0,125.0,170.0,45.0,2023-04-12,2023-04-12,2023,Government
BOARD ERASER (JOY),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,6.0,120.0,132.0,12.0,2023-04-12,2023-04-12,2023,Government
TRASH BAG MEDIUM,janitorial_cleaning,janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,6.0,120.0,12000.0,11880.0,2023-07-14,2023-07-14,2023,Government
PAPER CLIP VINYL PLASTIC COATED 50MM (PRIME),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,5.0,117.5,150.0,32.5,2023-05-29,2023-05-29,2023,Government
ZONROX 1GALLON,janitorial_cleaning,janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,1.0,116.67,150.0,33.33,2022-06-30,2022-06-30,2022,Government
HBW PERMANENT MARKER BLUE,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,2,2,0,9.0,115.8,337.0,221.2,2022-06-30,2023-05-31,2022;2023,Government
TAPE TRANSPARENT 1'' (ARMAK),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,8.0,112.0,176.0,64.0,2023-06-27,2023-06-27,2023,Government
TAPE DISPENSER HEAVY DUTY,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,1.0,110.0,200.0,90.0,2024-04-03,2024-04-03,2024,Government
CARTOLINA PAPER WHITE,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,20.0,100.0,160.0,60.0,2024-04-03,2024-04-03,2024,Government
TAPE TRANSPARENT WITH 24MM,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,3.0,69.0,69.0,0.0,2023-06-27,2023-06-27,2023,Government
ERASER BIG (HBW),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,6.0,66.0,90.0,24.0,2023-12-18,2023-12-18,2023,Government
TAPE DISPENSER TABLE TOP (JOY),office_stationery,office_stationery;equipment_appliance,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,1.0,64.0,125.0,61.0,2023-06-27,2023-06-27,2023,Government
PAPER CLIP VINYL PLASTIC COATED 33MM (PRIME),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,5.0,62.5,60.0,2.5,2023-05-29,2023-05-29,2023,Government
DISHWASHING LIQUID 1000ML (AMAZE),janitorial_cleaning,janitorial_cleaning,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,2.0,60.0,680.0,620.0,2024-04-03,2024-04-03,2024,Government
WYTEBOARD MARKER BLUE (MONAMI),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,2.0,50.0,68.0,18.0,2023-04-12,2023-04-12,2023,Government
FILTER PAPER 24X24,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,2.0,48.0,0.0,48.0,2023-06-22,2023-06-22,2023,Quezon
PACKAGING TAPE 2'' (LUCKY),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,3.0,45.0,255.0,210.0,2023-12-18,2023-12-18,2023,Government
"MARKER,FLOURESCENT 3 COLORS (MIYAGI)",office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,1.0,43.0,140.0,97.0,2023-06-27,2023-06-27,2023,Government
WYTEBOARD MARKER RED (MONAMI),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,2.0,40.0,68.0,28.0,2023-04-12,2023-04-12,2023,Government
PAPER CLIP 50MM (WELLS),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,2.0,37.0,60.0,23.0,2023-06-27,2023-06-27,2023,Government
TAPE MASKING 1 (POLYTAPE),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,2.0,28.0,150.0,122.0,2023-06-27,2023-06-27,2023,Government
TAPE PACKAGING 2 (ARMAK),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,2.0,28.0,170.0,142.0,2023-06-27,2023-06-27,2023,Government
VINYL PAPER CLIPS,office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,1.0,24.0,30.0,6.0,2022-06-13,2022-06-13,2022,Government
PAPER CLIP 33MM (WELLS),office_stationery,office_stationery,false,false,needs_review,Likely non-pharmaceutical/non-medical-sales item by product-name keyword. Confirm with product master before exclusion.,1,1,0,2.0,15.0,24.0,9.0,2023-06-27,2023-06-27,2023,Government
